game_number,game_movement,No Comments
32,"
1. e4 e5 2. Nf3 Nc6 3. Bb5","the Ruy Lopez, probably one of the most analyzed opening systems in the world; played for the first time in my life..."
32,"
3... a6",",the usual and strongest reply...  other options are the Cordel variation Bc5, c3, Nf6, d4 - reminiscent to the Italian Party - or the Bird defense Nd4, Nxd4, exd4, 0-0, c6, Bc4, Nf6, bringing us back to Italian lines again..."
32,"
4. Ba4",",again the usual and strongest reply... another option is the Exchange variation Bxc6, dxc6, 0-0; brought to life again by Fischer at Havana 1966..."
32,"
4... Nf6 5. O-O",",business as usual; White could also consider the ancient Steinitz favorite d3, which is a bit slow, but very playable for White; which again Fischer showed us on several occasions in tournament play... we will try this on a next occasion..."
32,"
5... b5",",from here, Black has usually three choices; a) open defense: Nxe4, d4, b5, Bb3, d5, dxe5, Be6, c3; b) closed defense: Be7, Re1, b5, Bb3, d6, c3, 0-0; c) d6 defense: d6, Re1, b5, Bb3, Na5, d4, Nxb3... in this game, Black clearly hasn't decided yet..."
32,"
6. Bb3 Bb7",",Black clearly ran out of theory already, and is trying to make a futile point about e4; giving White time for additional development..."
32,"
7. Nc3",",introducing Nd5 into the mixture... another strong option here is the usually played (Fischer) a4, to release Bb3, but Nc3 makes this all the more stronger after Bb7; plus: e4 is suddenly covered..."
32,"
7... Be7 8. d3",",Black closes his defenses; since we are preparing Nd5, we pass on a direct d4, exd4, Nxd4, Nxd4, Qxd4, c5!, Qe3, with too much complications; this old Steinitz move covers e4 after Nd5..."
32,"
8... O-O 9. Bd2",",a clever addition, if I may say so myself; keeping an eye on b4 and a5 after Nd5..."
32,"
9... d6",",Black wants to complete his development; best is first Nd4, Nxd4 (Nxe5, b4!, Ne2, Nxb3, axb3, d5! (ruining my plans), exd5, Qxd5), exd4, to simplify before Nd5 hits..."
32,"
10. Nd5",",now or never; this will clear a path either for c4 or d4, after an additional c3..."
32,"
10... Nxd5 11. Bxd5 Bf6",",not the best: Black should be preparing Nd8 (Na5 is impossible) to trade Bd5, and prepare c6 or c5; Qd7 (solves it rightaway) or Qc8 (supports c6/c5) were options..."
32,"
12. Be3",",we need not protect a5 anymore, since Bb3 has been replaced, and cover the all important c5; after Na5, a4!, Bxd5, exd5, b4, Nd2, c6, Qf3, followed by c3 or c4, White has the better of the play... this is preventing Nd4, and preparing d4..."
32,"
12... Rb8",",not better, than the above variation for Black; this might well be the losing move already..."
32,"
13. c3",",still theory; enforcing d4, and preventing Nb4..."
32,"
13... Na5",",underestimating the situation; needed was a way to put the Knight elsewhere, like Qd7, followed by Nd8; this will soon go sour..."
32,"
14. a4",",this move is what this variation is all about, and worth waiting for; now, Bd5 might even retreat to a2... needless to say, that also axb5 is a big problem; after c6, Ba2, threatening b4... Blacks' Queens' wing is about to fall apart, thanks to Rb8..."
32,"
14... Bxd5",",not better than above variation; Black needs to find a way to cover for Na5..."
32,"
15. exd5 Qd7",",long overdue and a clear mistake at this point; last option was c5 (covers Na5), axb5, axb5, Nd2 (against e4, supporting c4), Ra8..."
32,"
16. axb5 Qxb5",",no other option left; (also) after Rxb5, c4, and after e4, Nd2, leaves Na5 lost... after Nb7, bxa6, Nc5, b4, e4, bxc5, exf3, Qxf3, Bxc3, Ra3, Bb4, c6!, Black can start worrying..."
178,"
1. e4","Last night's match was against the division leaders, who outgraded us comprehensively on all boards.  We were, and remain, in second place, despite losing 2-4, made up of draws on the top 4 boards and losses on boards 5 and 6."
178,"
1... c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6",",The Sicilian Dragon: against which I have had limited success in the past."
178,"
6. f3",",A standard move that prepares Be3 and a kingside pawnstorm.  I believe that the usual strategy is that White castles queenside and Black castles kingside.  Then they race to break open the enemy kings' positions."
178,"
6... Bg7 7. Be3 Nc6 8. Bc4",",Not sure that this is standard but it seemed good at the time: it attacks the normally weak f7 pawn and prepares to defend the pawns in front of a queenside-castled king.  It also gives White the option of castling kingside."
178,"
8... Bd7",",I'd expected Black to castle immediately but he delayed that in favour of preparing to control the half-open c-file."
178,"
9. Qd2",",Preparing both queenside castling and attacking the fianchettoed bishop, but I have to be careful not to over-burden my queen with defending both Bh6 and Nd4."
178,"
9... Rc8",",Black plays very actively, preparing to get his attack in first."
178,"
10. Bb3",",I didn't want this B exposed to a discovered attack, eg 10. ...Nxd4 11.Qxd4 Nh5 especially as I wanted to play Bh6 soon."
178,"
10... Ne5",",Threatening ...Nc4 and meanwhile defending f7 but this second move with this N delays Black's completion of his development just too long."
178,"
11. Bh6",",! By attacking the fianchettoed B before Black has castled, I severely inhibit his completion of his development."
178,"
11... Bxh6 12. Qxh6",",There is no safe way for Black to chase this Q away, so he just has to carry on attacking, but without his key black-squared B."
178,"
12... Nc4",",Threatening to capture on b2, thereby ruining White's queenside before he can castle. "
178,"
13. Bxc4 Rxc4 14. Nde2",",Preferable to retreating the other N as the Nd4 would have been vulnerable to attack by ...e5, diverting the N from defence of c2."
178,"
14... b5",",Threatening to win the c2 pawn after ...b4."
178,"
15. O-O-O",",?!  I knew I was walking into a fierce attack but believed I would be able to defend myself and then take advantage of the fact that Black's K was stuck in the middle, preventing his Rs from connecting."
178,"
15... Qc7 16. Rd2 b4 17. Nd5 Nxd5 18. exd5 Qa5",",?!  I thought 18. ...Bf5 would have won, because I didn't think I could defend c2 properly but in our brief chat after the game, Gary reckoned that I had a saving resource with Nd4 at the appropriate moment, but I can't see how that would have helped: eg not 18. ...Bf5 19. Nd4 Rxd4 20. Rxd4 Qxc2++ Nor 18. ...Bf5 19. Qe3 Bxc2 20. Nd4 Be4+ 21. Kd1 Rc1+ 22. Ke2 Rxh1 ...  Perhaps he'd seen something I haven't."
178,"
19. Kb1 Rc5 20. Rhd1 Qa6",",Black patiently rearranges his attacking pieces while allowing me to complete my development by doubling my rooks"
178,"
21. g4",",I was glad to have the time to prevent ...Bf5."
178,"
21... Ra5 22. Nc1",",Everything seems to be holding but I'm wholly committed to defence now and my Q is still out on a limb."
178,"
22... Ba4",",Not sure this achieves much ..."
97,"
1. e4 e6 2. d4 d5 3. e5","in the old days, I always treated the French defense kind of brutal; at this point, I usually played exd5, exd5, c4?! (turn things into Queens' Gambit lines), dxc4, Bxc4, and take it from there... that works fine in Blitz, but not here, as I learned the hard way from previous games; what suits me best then, is the Advance Variation..."
97,"
3... c5",",by the book..."
97,"
4. c3 Qb6",",usually Nc6, Nf3, Qb6..."
97,"
5. Nf3 Bd7 6. a3",",still by the book (Euwe recommendation): theory follows with Nc6, b4, cxd4, cxd4, Rc8, Be3, Nge7, Bd3..."
97,"
6... a5",",obviously to block b4, but White has other options..."
97,"
7. Bd3",",still following Euwe's recommendation; unclear is Qc2, Ne7, dxc5 (Bd3, c4), Qxc5, a4, Ng6..."
97,"
7... Bb5 8. Bxb5+ Qxb5 9. a4 Qd7",",not the best reply; Qb6 holds the pressure on b2 making Be3 impossible, so White has to find other ways to develop..."
97,"
10. O-O Nc6 11. Be3",",still following Euwe; after this, we are in the dark in this opening..."
97,"
11... cxd4",",theory continues with Nge7 and/or Rc8..."
97,"
12. Bxd4 Nh6",",on the way to f5, so White has to react..."
97,"
13. Nbd2 Nf5 14. Nb3 Be7",",making up for lost tempo: Black needs to castle quickly, before White can develop an attack..."
97,"
15. Qe2",",taking the opportunity, left by Qd7..."
97,"
15... O-O 16. Qb5",",at least, White is holding Nc6 in place for a little while..."
97,"
16... Rfc8 17. Rfe1",",mainly covering for e5..."
97,"
17... Nfxd4",",Black had better prepare this, with Ra6 somewhere followed by Rb6..."
97,"
18. Nbxd4",",the right Knight; we might still need Nf3 to cover for e5..."
97,"
18... Qc7",",Black needs to get out of the pin..."
97,"
19. Qd3",",so the White Queens' work is done; we prepare Rac1 and b3..."
97,"
19... Na7",",better looking is Nxd4, Nxd4, Ra6!, Qg3 (needs to cover for e5), Rb6... also directly Qb6, posts the same problems for White... this is obviously preparing Qc4, or some other way of preparing to trade Queens; like Nc6, Nb5, Nxe5, Nxc7, Nxd3..."
97,"
20. Re2",",this move covers most of Blacks' options..."
112,"
1. e4","Just like me, this is also ION's, ""Best by test.""  In all the games that I've played with him, as black, this is how he's opened."
112,"
1... c5",",So, I stick with my usual, as well."
112,"
2. Ne2",",This move, however, took me off guard.  As just like what I was learning with Ken in our second game, I'm now in unfamiliar territory.  The most common move 2.Nf3, but ION played this instead.  What's more is that I have not seen this played on only the second move.  So, this is already a taste of how intense openings can be."
112,"
2... d6",",Knowing that, I stick with my usual."
112,"
3. Nbc3",",Surprisingly, he brings the other N out.  Well, I shouldn't be surprised as this develops.  But, the reason behind it is that I expected 2.Nf4."
112,"
3... a6",",In case ION's plan is 4.Nb5, I prevent that."
112,"
4. g3",",And, he plays an early K side fianchetto."
112,"
4... Nf6",",So, I continue with my development."
112,"
5. Bg2",",Not surprisingly, he completes that fianchetto.  But, nothing holds me back from continuing with my development, as I bring my other N into play.  It's also worth noting that I'm on the fringe between opening up a line for my Bf8 with an fianchetto, or advancing my e7 pawn."
112,"
5... Nc6 6. d3",",Meanwhile, this is how ION opens up a line for his Bc1.  I am not surprised as it's generally not wise to do a double fianchetto.  I have done that a couple of times but have, except for one or two occasions, gotten myself into trouble, that way."
112,"
6... g6",",After some careful consideration on what to do with my Bf8, I decide to fianchetto.  The reason being is that I don't want to disturb the layout or structures of the Sicilian Defense.  By structures, I am talking about the pawn chain.  As I like the way my pawns are aligned and don't want to change it.  So, I felt that this move was the way to go."
112,"
7. f4",",I have no idea why ION played this."
112,"
7... Bg7",",But, like him earlier, I also complete my K side fianchetto."
112,"
8. O-O",",Bringing his K to safety, as expected."
112,"
8... Bg4",",That's when I use the opportunity to pin.  And, now, I can see why ION played 3.Nbc3.  Before, exchanging the N would benefit me since the exchange involves his more powerful piece.  But, his Nc3, however, is just as powerful as his Ne2.  I didn't know that in the beginning, unfortunately."
112,"
9. h3",",Hitting my B.  I didn't know what to do and had considered retreating.  I think this would've been the better option."
112,"
9... Bxe2",",?! On the other hand, I was worried that retreating would allow his Ne2 to become dangerous since the pin would be broken.  I asked myself a similar question to what Ken has told me to ask myself as well as others to ask myself.  That is, what would I do, if ION had the option of something like 10.Qd2, and then 11.f5, with the idea being 12.Nf4.  In other words, what would I do, if he could repost his N to that square, as then it would be dangerous.  By exchanging, I felt like I might have stopped a problem before it started.  Come to think, the N moving wasn't really of a concern, and therefore, I should not have given it too much thought.  Better would have been to retreat my LSB, as it was certainly not worth the exchange given that there's potential for his Nc3 to become as dangerous.  The point is that I might have been use my B at a later point in time, as Ken has mentioned.  I think that what really needs to be worked is exploring my options.  For had I done that, I thought about what those pieces could really do, I wouldn't have made this exchange."
112,"
10. Nxe2 O-O",",I also wanted time to castle.  But, this could have been just as soon by retreating."
112,"
11. Be3",",As now, just like me, ION has just completed his development."
112,"
11... Nd7",",In case, ION is planning to make any threats against my c5 pawn, I add another defender.  The more important reason, though, is to discover an attack on his b2 pawn.  "
26,"
1. e4 d5 2. exd5 Nf6 3. Nc3 e6 4. dxe6 Bxe6 5. Bb5+","Kind of naive from white's side, unless he purposedly wants to keep his B away from his Kside."
26,"
5... c6 6. Ba4 Bc5",",Bd6 is more in the defence's mainline. But it is rare I can play this and delay d4, so I wanted to try it. "
26,"
7. d3",",Good for me. I should have gone Ng5 at once. "
26,"
7... O-O",",Anainst my principles, I castled ""normally"". This is not what I use to play, but the R's pressure on e8 on the white K, still a little away from castling, was too tempting. Good, old schemes work too!"
26,"
8. Qf3",",Not a strong move, and I should have punished it with Bg5 at once. "
26,"
8... Re8 9. Nge2 Bg4 10. Qf4",",I couldn't see a serious Q trapping, so I went elsewhere."
26,"
10... Qb6",",Pressing on f2, and even letting him castle. But I saw no way o break in at once. "
26,"
11. Bb3",",Leaving the square for Na4"
26,"
11... Bxe2",
26,"
12. Nxe2 a5",",Time to do something. "
26,"
13. a4",",Threatening the lsb. "
26,"
13... Bb4+ 14. Bd2 Nd5 15. Bxd5",",Nh5 doesn't help (Qf3). "
26,"
15... Bxd2+ 16. Kxd2",",Chooses to lose the B pair... My isolated central pawn won't be such a terrible weak point to defend. "
26,"
16... cxd5 17. b3",",The good recapture, to connect rooks and keep a defence on the central squares. Otherwise, cxb and Qxb2 is a serious threat. "
26,"
17... Nc6 18. Nc3 Nb4",",I still can't go Qb4+ because QxQ doesn't give me anything."
26,"
19. Rhe1",",Very well placed N of mine..."
26,"
19... Re6",",...and this aims for a hatefully drawn game... unless..."
26,"
20. Rxe6 fxe6",",I force RxR, otherwise Rf6 will be very strong on f2."
26,"
21. Re1 Rf8",",! leaving a dangerously weak pawn on e6, but an f column ready for my R to grab."
26,"
22. Qg4",",My R comes first."
93_1,,No Comments
7,"
1. d4","Friedrich Saemisch (Charlottenburg, 20 settembre 1896 – Berlino, 16 agosto 1975), è stato uno scacchista tedesco."
7,"
1... Nf6",
7,"
2. c4","Pur essendo stato un forte giocatore, vincitore di numerosi tornei, Friedrich Sämisch è noto soprattutto per aver dato il suo nome a due importanti varianti di apertura:"
7,"
2... g6",Alla difesa est indiana: 1. d4 Cf6 2. c4 g6 3. Cc3 Ag7 4. e4 d6 5. f3
7,"
3. Nc3",Alla difesa Nimzowitsch: 1. d4 Cf6 2. c4 e6 3. Cc3 Ab4. 4. a3
7,"
3... Bg7",
7,"
4. e4",Nel 1950 fu uno dei 27 giocatori che la FIDE nominò Grande maestro quando il titolo venne ufficialmente creato.
7,"
4... d6",
7,"
5. f3","Nel torneo di Carlsbad del 1929 non ottenne una buona classifica, ma vinse il premio di bellezza per la partita contro Grünfeld. Nello stesso torneo vinse anche con José Raúl Capablanca. Il grande cubano fece una svista in apertura e perse un pezzo, ma anziché abbandonare, come avviene in questo caso nelle partite di alto livello, tentò di resistere. Lo svantaggio si dimostrò troppo grande anche per un giocatore della sua classe. Questa sconfitta costò a Capablanca il primo posto nel torneo (si classificò pari secondo a mezzo punto da Aaron Nimzowitsch)."
7,"
5... O-O",
7,"
6. Bg5",Noi in questo forum cercheremo di scrutare più a fondo la variante della difesa est indiana
7,"
6... c5",
7,"
7. Nge2",1. d4 Cf6
7,"
7... Qb6",2. c4 g6
7,"
8. Qd2",3. Cc3 Ag7
7,"
8... cxd4",4. e4 d6
7,"
9. Nxd4","5. f3 (Il bianco consolida la struttura dei pedoni centrali, riservandosi di rispondere alla spinta del nero in e5 o c5 con la spinta in d5, assicurandosi una forte catena pedoni sulle case bianche. In questa variante, usualmente, il bianco arrocca lungo; contrariamente al normale sviluppo strategico della partita con arrocchi eterogenei e centro bloccato, qui il bianco e il nero possono condure l’attacco e il contrattacco anche sugli stessi settori sul quale arroccato il proprio Re. (fonte Porreca)"
7,"
9... Nxe4","5. … O-O (Si può giocare anche subito 5. … e5, dato che in caso di 6. dxe, dxe; 7. Dxd8+ Rxd8; 8. Ag5 c6 ecc. il bainco non ottiene nulla.) "
7,"
10. fxe4","Come scritto anche sulle informazioni di Gknot, scopriamo che dopo questa posizione, esistono diverse possibilità (sottovarianti)"
7,"
10... Qxd4","6. e5 King's Indian (E85), Saemisch, variante ortodossa"
71,"
1. e4",My opponent was rated third in the tournament and went on to win it.
71,"
1... c5",",I played three Sicilian Defences in the tournament - all against players with a higher rating - I lost them all!"
71,"
2. Nf3",",Conventional so far."
71,"
2... d6",",I repeat this move order, designed to prevent 2....Nc6 3. Bb5"
71,"
3. Bb5+",",But he plays it any way."
71,"
3... Bd7",",This seemed the most logical block."
71,"
4. a4",",This was all a slight surprise."
71,"
4... Nf6",",So I hit the e pawn."
71,"
5. Nc3",",He defends."
71,"
5... g6",",And I fianchetto."
71,"
6. O-O",",He castles."
71,"
6... Bg7",",I complete the fianchetto."
71,"
7. e5",",He advances in the centre."
71,"
7... dxe5",",I take."
71,"
8. Nxe5",",He takes back."
71,"
8... Bxb5",",I take again."
71,"
9. axb5",",He takes back, with pressure down the semi-open a file against my rook."
71,"
9... Nbd7",",I develop."
71,"
10. Nxd7",",He takes."
71,"
10... Qxd7",",I take back."
122,"
1. e4",The last game of the tournament -- I have had a good run so far !
122,"
1... Nf6",",Alekhine defense , Joji has played this against me earlier . Black provokes white to advance  the pawns and then attack later "
122,"
2. e5 Nd5 3. Bc4",",last time I played d4 ( which is main line ?)"
122,"
3... Nb6 4. Bb3 d5",",d4 ? or exd6 ?"
122,"
5. exd6 e.p. cxd6 6. Nf3",",Black cannot play Bg4 and pin the knight ."
122,"
6... g6 7. Ng5",",?"
122,"
7... e6 8. d4",Too early ? 
122,"
8... Bg7 9. c3 O-O 10. Be3",I played this to that black plays e6 /e5 . e6 blocks the light Bishop and e5 leaves black with backward d pawn
122,"
10... Bd7 11. Nd2 d5",",I almost always try to put pawns on c3,d4  to defend against the fiancheto bishop"
122,"
12. f4",",I dont know a good place for the Bishop . But played thios so that I can play Nbd2 without blocking the Bishop"
122,"
12... Nc6",",Now my White Bishop is losing teeth ?"
122,"
13. Bc2 Rc8 14. Ngf3",",Looking to occupy e5"
122,"
14... Na5 15. Bd3 Nac4 16. Nxc4 Nxc4 17. Bxc4",",Black is eyeing to put a Knight on c4 ... or get the Bishop pair"
122,"
17... dxc4",",plan to go to e5 and attack the light Bishop"
122,"
18. Ne5 Bc6",",17 ...Rxd4 is responded with 18 Ne5 getting back the bishop for Knight  or just keep the Knight on e5"
122,"
19. Nxc6 Rxc6 20. a4",",Black gives up the half open file and also the e4 square ?"
122,"
20... Qh4+",",My Knight is well placed , Black's light bishop is active.If I take the Bishop out , I can contain the dark Bishop . "
122,"
21. g3 Qh3 22. Qf3",",?"
122,"
22... Rb6",to prevent b5
122,"
23. Ra2 Rb3",",?"
154_3,"
31. Nd2",but i don't know why he retreat his knight back at d2
154_3,"
31... a5",",So i advanced a7 to a5 for hitting his bishop also "
154_3,"
32. Nb3",",Oh no he still unaware of advancing pawn strength and try to take my c4 pawn in which he never succeed  "
154_3,"
32... b4",",hitting Bishop "
154_3,"
33. axb4",",He takes"
154_3,"
33... axb4",",I take back "
154_3,"
34. Bb2",",He forced to move his bishop to a safe place"
154_3,"
34... c4",",Hello Knight how are you"
154_3,"
35. Nd2",",back to hut. Oh buddy chess dotcom have a better move for you Nd4"
154_3,"
35... c3",",Hello both "
154_3,"
36. Nxf3",",he takes "
154_3,"
36... exf3",",i takes "
154_3,"
37. Ref1",",Chessdotcom consider it an inaccuracy"
154_3,"
37... cxb2+",",So i taste a free bishop "
154_3,"
38. Kxb2",",He takes back "
154_3,"
38... Rd2",",I already up +3 material advantage so try to finish it fast with series of exchange "
154_3,"
39. Kc1",",King to first rank to avoid and weakness also force me to move my rook "
154_3,"
39... Re2",",So i move to a safer place "
154_3,"
40. Rg3",",He try to exchange rook with a pawn advantage but "
154_3,"
40... Rxe3",",i deny any such exchange "
127_2,"
21. Qh5+","Thankfully he misses that, but this is still strong."
127_2,"
21... g6",",The obvious block."
127_2,"
22. Qf3",",But now he has three attackers on f6 and I have only two defenders."
127_2,"
22... Qa6",",Fritz prefers 22..... c7-c5 counter-attacking his rook first, and then 23... Qa6 after his rook moves."
127_2,"
23. Nxc7",",So one pawn goes."
127_2,"
23... Qb6",",Counter-attacking rook and knight."
127_2,"
24. Qc3",",And he protects them both."
127_2,"
24... Kg7",",My king moves to a safer square."
127_2,"
25. Rb4",",He attacks my queen."
127_2,"
25... Qd6",",I move, returning the second pawn, but taking control of the d file and eyeing the b8-h2 diagonals."
127_2,"
26. Rxb7",",He takes."
127_2,"
26... Rhf8",",I finally mobilise this rook."
127_2,"
27. Qb3",",With a threat of Ne6."
127_2,"
27... Kh8",",Has my king finally found a safe square?"
127_2,"
28. Rxa7",",Another pawn goes."
127_2,"
28... Ne5",",But my pieces are coming to life."
127_2,"
29. Ne6",",He forks my rooks."
127_2,"
29... Ng4",",I attack h2. OK stop and find white's best move."
127_2,"
30. Rfa1",",Instead of this, he could have won with 30. Rxh7+. After the game we were looking at this, and he was following it up with, after Kxh7, 31. Qh3+ but then black has Nh6 defending. The correct follow up, which was pointed out to me later was 31. Qb7+. Now 31... Kh8 or g8 leads to 32. Qg7 mate, and if 31...Kh6 then 32. Qg7+ Kh5 33. Qh7+ Nh6 34. g2-g4+ and white is mating (Kxg4 35 Qxg6+ or Kh4 35. Qxh6+)."
127_2,"
30... Qxh2#","That means after 31. Qb7+ black has to block on d7, after which white simply exchanges on d7 and then plays Nxf8, forking King on h7 and whichever piece black has on d7, and ends a rook and pawn up. Luckily, my opponent missed that and allowed me to play...."
117,"
1. c4 f6 2. Nc3 g6",I asked my opponent if he decided to invent an opening
117,"
3. d4 Nh6 4. e4 Nf7 5. Nf3 Bg7 6. Be3 O-O",",you must recognize this is castling.............."
117,"
7. c5",",so i take the space..."
117,"
7... c6 8. Bc4 e6 9. O-O d5 10. cxd6 e.p.",",i prefer this to keep my bishop active, and reduce the castle structure"
117,"
10... Nxd6 11. Bb3 Na6",",not an orthodox move."
117,"
12. a3 Nc7 13. Qc2 Ncb5 14. Rac1 Nxc3 15. bxc3",",had to. e4 was too exposed"
117,"
15... Nf7",",and castling again"
